incident_id,created_at,resolved_at,severity,category,team_assigned,closed_code,resolution_time_hour,shift,hour,day_of_week,month,priority,sla_breach
INC0007735,3/16/2016 11:41,4/27/2016 16:15,2 - Medium,Category 46,Group 57,code 4,1012.566667,Morning,11,Wednesday,March    ,P2-High,Yes
INC0005697,3/11/2016 3:54,3/11/2016 4:06,2 - Medium,Category 53,Group 70,code 6,0.2,Night,3,Friday,March    ,P2-High,No
INC0005698,3/11/2016 4:08,3/23/2016 15:24,2 - Medium,Category 37,Group 48,code 8,299.2666667,Night,4,Friday,March    ,P2-High,Yes
INC0005700,3/11/2016 4:38,3/11/2016 17:52,2 - Medium,Category 32,Group 54,code 6,13.23333333,Night,4,Friday,March    ,P2-High,No
INC0000906,3/1/2016 19:25,3/4/2016 15:35,2 - Medium,Category 42,Group 70,code 6,68.16666667,Evening,19,Tuesday,March    ,P2-High,No
INC0000907,3/1/2016 19:29,3/8/2016 14:16,2 - Medium,Category 42,Group 70,code 6,162.7833333,Evening,19,Tuesday,March    ,P2-High,Yes
INC0005705,3/11/2016 6:51,3/11/2016 7:08,2 - Medium,Category 32,Group 70,code 6,0.283333333,Night,6,Friday,March    ,P2-High,No
INC0005706,3/11/2016 6:53,3/16/2016 18:41,2 - Medium,Category 46,Group 57,code 10,131.8,Night,6,Friday,March    ,P2-High,Yes
INC0005708,3/11/2016 6:58,3/22/2016 12:31,2 - Medium,Category 28,Group 70,code 15,269.55,Night,6,Friday,March    ,P2-High,Yes
INC0005714,3/11/2016 7:31,4/27/2016 10:10,2 - Medium,Category 46,Group 37,code 6,1130.65,Morning,7,Friday,March    ,P2-High,Yes
INC0005715,3/11/2016 7:42,3/17/2016 8:19,2 - Medium,Category 26,Group 70,code 6,144.6166667,Morning,7,Friday,March    ,P2-High,Yes
INC0005716,3/11/2016 7:43,3/11/2016 14:00,1 - High,Category 24,Group 27,code 6,6.283333333,Morning,7,Friday,March    ,P1-Critical,No
INC0005717,3/11/2016 7:53,3/11/2016 10:02,2 - Medium,Category 32,Group 70,code 7,2.15,Morning,7,Friday,March    ,P2-High,No
INC0005718,3/11/2016 7:53,3/14/2016 9:23,2 - Medium,Category 32,Group 70,code 6,73.5,Morning,7,Friday,March    ,P2-High,No
INC0005720,3/11/2016 7:56,3/14/2016 9:10,2 - Medium,Category 42,Group 70,code 7,73.23333333,Morning,7,Friday,March    ,P2-High,No
INC0005721,3/11/2016 7:59,3/16/2016 15:40,2 - Medium,Category 57,Group 28,code 6,127.6833333,Morning,7,Friday,March    ,P2-High,Yes
INC0005723,3/11/2016 8:05,3/24/2016 16:05,2 - Medium,Category 26,Group 70,code 6,320,Morning,8,Friday,March    ,P2-High,Yes
INC0005724,3/11/2016 8:07,3/22/2016 9:25,2 - Medium,Category 26,Group 70,code 17,265.3,Morning,8,Friday,March    ,P2-High,Yes
INC0005725,3/11/2016 8:08,3/17/2016 10:56,2 - Medium,Category 32,Group 70,code 6,146.8,Morning,8,Friday,March    ,P2-High,Yes
INC0005727,3/11/2016 8:12,4/11/2016 16:23,2 - Medium,Category 23,Group 72,code 8,752.1833333,Morning,8,Friday,March    ,P2-High,Yes
INC0005728,3/11/2016 8:13,3/11/2016 17:37,2 - Medium,Category 42,Group 70,code 6,9.4,Morning,8,Friday,March    ,P2-High,No
INC0005731,3/11/2016 8:18,3/11/2016 17:38,2 - Medium,Category 42,Group 70,code 6,9.333333333,Morning,8,Friday,March    ,P2-High,No
INC0005732,3/11/2016 8:19,3/14/2016 16:15,2 - Medium,Category 34,Group 9,code 6,79.93333333,Morning,8,Friday,March    ,P2-High,No
INC0002256,3/4/2016 8:14,3/4/2016 8:17,2 - Medium,Category 32,Group 70,code 6,0.05,Morning,8,Friday,March    ,P2-High,No
INC0002257,3/4/2016 8:14,3/5/2016 15:04,2 - Medium,Category 32,Group 70,code 11,30.83333333,Morning,8,Friday,March    ,P2-High,No
INC0005736,3/11/2016 8:35,3/17/2016 12:07,2 - Medium,Category 23,Group 70,code 7,147.5333333,Morning,8,Friday,March    ,P2-High,Yes
INC0005699,3/11/2016 4:14,3/11/2016 5:51,2 - Medium,Category 37,Unknown,code 6,1.616666667,Night,4,Friday,March    ,P2-High,No
INC0005739,3/11/2016 8:36,3/11/2016 12:52,2 - Medium,Category 42,Group 70,code 6,4.266666667,Morning,8,Friday,March    ,P2-High,No
INC0005740,3/11/2016 8:36,3/11/2016 10:56,2 - Medium,Category 57,Group 24,code 6,2.333333333,Morning,8,Friday,March    ,P2-High,No
INC0005741,3/11/2016 8:36,3/14/2016 10:49,2 - Medium,Category 42,Group 70,code 6,74.21666667,Morning,8,Friday,March    ,P2-High,No
INC0005742,3/11/2016 8:37,3/14/2016 9:18,2 - Medium,Category 26,Group 70,code 7,72.68333333,Morning,8,Friday,March    ,P2-High,No
INC0005743,3/11/2016 8:40,3/17/2016 11:01,2 - Medium,Category 46,Group 70,code 6,146.35,Morning,8,Friday,March    ,P2-High,Yes
INC0005744,3/11/2016 8:40,3/22/2016 14:26,2 - Medium,Category 26,Group 70,code 6,269.7666667,Morning,8,Friday,March    ,P2-High,Yes
INC0005745,3/11/2016 8:41,3/14/2016 12:02,2 - Medium,Category 32,Group 70,code 6,75.35,Morning,8,Friday,March    ,P2-High,No
INC0005746,3/11/2016 8:43,4/11/2016 10:33,2 - Medium,Category 53,Group 55,code 7,745.8333333,Morning,8,Friday,March    ,P2-High,Yes
INC0005749,3/11/2016 8:44,3/11/2016 15:19,2 - Medium,Category 34,Group 24,code 6,6.583333333,Morning,8,Friday,March    ,P2-High,No
INC0005751,3/11/2016 8:46,3/11/2016 8:51,3 - Low,Category 42,Group 70,code 7,0.083333333,Morning,8,Friday,March    ,P3-Medium,No
INC0001539,3/2/2016 17:29,3/4/2016 16:24,2 - Medium,Category 9,Group 25,code 11,46.91666667,Evening,17,Wednesday,March    ,P2-High,No
INC0001540,3/2/2016 17:30,3/3/2016 18:55,2 - Medium,Category 32,Group 70,code 11,25.41666667,Evening,17,Wednesday,March    ,P2-High,No
INC0005752,3/11/2016 8:46,3/23/2016 15:59,2 - Medium,Category 40,Group 70,code 6,295.2166667,Morning,8,Friday,March    ,P2-High,Yes
INC0005754,3/11/2016 8:46,3/17/2016 12:08,2 - Medium,Category 32,Group 70,code 7,147.3666667,Morning,8,Friday,March    ,P2-High,Yes
INC0005756,3/11/2016 8:48,3/14/2016 10:46,2 - Medium,Category 42,Group 70,code 9,73.96666667,Morning,8,Friday,March    ,P2-High,No
INC0005757,3/11/2016 8:48,3/23/2016 11:32,2 - Medium,Category 9,Group 70,code 6,290.7333333,Morning,8,Friday,March    ,P2-High,Yes
INC0005759,3/11/2016 8:50,3/11/2016 9:31,2 - Medium,Category 46,Group 6,code 6,0.683333333,Morning,8,Friday,March    ,P2-High,No
INC0005760,3/11/2016 8:50,3/14/2016 10:24,2 - Medium,Category 42,Group 70,code 5,73.56666667,Morning,8,Friday,March    ,P2-High,No
INC0005762,3/11/2016 8:51,3/18/2016 10:43,1 - High,Category 42,Group 70,code 6,169.8666667,Morning,8,Friday,March    ,P1-Critical,Yes
INC0005766,3/11/2016 8:54,3/14/2016 11:47,2 - Medium,Category 37,Group 70,code 7,74.88333333,Morning,8,Friday,March    ,P2-High,No
INC0000166,2/29/2016 10:24,2/29/2016 16:24,2 - Medium,Category 9,Group 27,code 6,6,Morning,10,Monday,February ,P2-High,No
INC0000167,2/29/2016 10:27,2/29/2016 11:02,2 - Medium,Category 20,Group 70,code 6,0.583333333,Morning,10,Monday,February ,P2-High,No
INC0005767,3/11/2016 8:58,3/18/2016 14:55,2 - Medium,Category 24,Group 23,code 6,173.95,Morning,8,Friday,March    ,P2-High,Yes
INC0005769,3/11/2016 8:58,9/21/2016 13:33,2 - Medium,Category 34,Group 9,code 6,4660.583333,Morning,8,Friday,March    ,P2-High,Yes
INC0005771,3/11/2016 8:59,5/3/2016 11:07,2 - Medium,Category 22,Group 75,code 16,1274.133333,Morning,8,Friday,March    ,P2-High,Yes
INC0005773,3/11/2016 9:01,3/11/2016 13:30,2 - Medium,Category 32,Group 70,code 6,4.483333333,Morning,9,Friday,March    ,P2-High,No
INC0005775,3/11/2016 9:02,3/11/2016 9:09,2 - Medium,Category 42,Group 70,code 7,0.116666667,Morning,9,Friday,March    ,P2-High,No
INC0005776,3/11/2016 9:03,3/12/2016 17:19,2 - Medium,Category 20,Group 76,code 6,32.26666667,Morning,9,Friday,March    ,P2-High,No
INC0000908,3/1/2016 19:31,3/4/2016 15:56,2 - Medium,Category 53,Group 70,code 6,68.41666667,Evening,19,Tuesday,March    ,P2-High,No
INC0000910,3/1/2016 19:43,3/9/2016 10:22,2 - Medium,Category 23,Group 70,code 6,182.65,Evening,19,Tuesday,March    ,P2-High,Yes
INC0005777,3/11/2016 9:04,3/11/2016 15:38,2 - Medium,Category 19,Group 24,code 6,6.566666667,Morning,9,Friday,March    ,P2-High,No
INC0005778,3/11/2016 9:05,3/18/2016 14:36,2 - Medium,Category 23,Group 70,code 6,173.5166667,Morning,9,Friday,March    ,P2-High,Yes
INC0005779,3/11/2016 9:05,3/28/2016 11:58,2 - Medium,Category 61,Group 74,code 6,410.8833333,Morning,9,Friday,March    ,P2-High,Yes
INC0005782,3/11/2016 9:07,3/15/2016 9:15,2 - Medium,Category 26,Group 70,code 7,96.13333333,Morning,9,Friday,March    ,P2-High,Yes
INC0005783,3/11/2016 9:10,3/15/2016 15:08,2 - Medium,Category 32,Group 70,code 7,101.9666667,Morning,9,Friday,March    ,P2-High,Yes
INC0005784,3/11/2016 9:11,3/22/2016 12:35,2 - Medium,Category 28,Group 70,code 15,267.4,Morning,9,Friday,March    ,P2-High,Yes
INC0007860,3/16/2016 14:46,3/22/2016 14:10,2 - Medium,Category 26,Group 70,code 7,143.4,Morning,14,Wednesday,March    ,P2-High,Yes
INC0005785,3/11/2016 9:13,3/21/2016 10:31,2 - Medium,Category 9,Group 9,code 6,241.3,Morning,9,Friday,March    ,P2-High,Yes
INC0005786,3/11/2016 9:14,3/11/2016 9:44,2 - Medium,Category 61,Group 70,code 7,0.5,Morning,9,Friday,March    ,P2-High,No
INC0005789,3/11/2016 9:17,3/29/2016 12:21,2 - Medium,Category 42,Group 70,code 1,435.0666667,Morning,9,Friday,March    ,P2-High,Yes
INC0005790,3/11/2016 9:18,3/18/2016 16:47,2 - Medium,Category 53,Group 70,code 6,175.4833333,Morning,9,Friday,March    ,P2-High,Yes
INC0005791,3/11/2016 9:19,3/14/2016 10:05,2 - Medium,Category 37,Group 70,code 7,72.76666667,Morning,9,Friday,March    ,P2-High,No
INC0005792,3/11/2016 9:20,3/11/2016 14:02,2 - Medium,Category 37,Group 70,code 6,4.7,Morning,9,Friday,March    ,P2-High,No
INC0002258,3/4/2016 8:15,3/15/2016 11:33,2 - Medium,Category 26,Group 70,code 6,267.3,Morning,8,Friday,March    ,P2-High,Yes
INC0002261,3/4/2016 8:22,3/10/2016 15:34,2 - Medium,Category 61,Group 73,code 6,151.2,Morning,8,Friday,March    ,P2-High,Yes
INC0005794,3/11/2016 9:22,3/14/2016 9:59,2 - Medium,Category 9,Group 70,code 5,72.61666667,Morning,9,Friday,March    ,P2-High,No
INC0005797,3/11/2016 9:24,3/17/2016 10:36,2 - Medium,Category 20,Group 70,code 6,145.2,Morning,9,Friday,March    ,P2-High,Yes
INC0005799,3/11/2016 9:25,3/11/2016 13:06,2 - Medium,Category 26,Group 70,code 6,3.683333333,Morning,9,Friday,March    ,P2-High,No
INC0005801,3/11/2016 9:27,3/18/2016 14:03,2 - Medium,Category 53,Group 81,code 5,172.6,Morning,9,Friday,March    ,P2-High,Yes
INC0005802,3/11/2016 9:27,3/17/2016 9:46,2 - Medium,Category 53,Group 70,code 6,144.3166667,Morning,9,Friday,March    ,P2-High,Yes
INC0005803,3/11/2016 9:28,3/11/2016 11:31,2 - Medium,Category 46,Group 37,code 1,2.05,Morning,9,Friday,March    ,P2-High,No
INC0005805,3/11/2016 9:31,3/14/2016 15:30,2 - Medium,Category 53,Group 25,code 6,77.98333333,Morning,9,Friday,March    ,P2-High,No
INC0005806,3/11/2016 9:31,3/11/2016 9:52,2 - Medium,Category 32,Group 70,code 6,0.35,Morning,9,Friday,March    ,P2-High,No
INC0005808,3/11/2016 9:32,4/28/2016 16:06,2 - Medium,Category 43,Group 22,code 6,1158.566667,Morning,9,Friday,March    ,P2-High,Yes
INC0005809,3/11/2016 9:33,3/17/2016 11:21,2 - Medium,Category 32,Group 39,code 6,145.8,Morning,9,Friday,March    ,P2-High,Yes
INC0005810,3/11/2016 9:34,3/14/2016 10:52,2 - Medium,Category 26,Group 70,code 7,73.3,Morning,9,Friday,March    ,P2-High,No
INC0005812,3/11/2016 9:35,3/23/2016 15:48,2 - Medium,Category 40,Group 70,code 1,294.2166667,Morning,9,Friday,March    ,P2-High,Yes
INC0005814,3/11/2016 9:37,3/16/2016 16:20,2 - Medium,Category 26,Group 70,code 6,126.7166667,Morning,9,Friday,March    ,P2-High,Yes
INC0005815,3/11/2016 9:40,3/14/2016 3:05,2 - Medium,Category 28,Group 70,code 6,65.41666667,Morning,9,Friday,March    ,P2-High,No
INC0005816,3/11/2016 9:40,3/11/2016 15:15,2 - Medium,Category 20,Group 70,code 7,5.583333333,Morning,9,Friday,March    ,P2-High,No
INC0005818,3/11/2016 9:40,3/28/2016 9:10,2 - Medium,Category 61,Group 73,code 6,407.5,Morning,9,Friday,March    ,P2-High,Yes
INC0005819,3/11/2016 9:41,3/29/2016 8:22,2 - Medium,Category 20,Group 70,code 6,430.6833333,Morning,9,Friday,March    ,P2-High,Yes
INC0005830,3/11/2016 9:51,3/14/2016 12:13,2 - Medium,Category 26,Group 70,code 6,74.36666667,Morning,9,Friday,March    ,P2-High,No
INC0005831,3/11/2016 9:53,6/2/2016 17:11,2 - Medium,Category 46,Group 57,code 7,1999.3,Morning,9,Friday,March    ,P2-High,Yes
INC0005833,3/11/2016 9:55,3/11/2016 13:58,2 - Medium,Category 37,Group 49,code 6,4.05,Morning,9,Friday,March    ,P2-High,No
INC0005834,3/11/2016 9:55,5/6/2016 11:03,2 - Medium,Category 46,Group 10,code 6,1345.133333,Morning,9,Friday,March    ,P2-High,Yes
INC0005835,3/11/2016 9:56,3/14/2016 15:19,2 - Medium,Category 24,Group 29,code 1,77.38333333,Morning,9,Friday,March    ,P2-High,No
INC0005836,3/11/2016 9:58,3/23/2016 15:25,2 - Medium,Category 37,Group 70,code 8,293.45,Morning,9,Friday,March    ,P2-High,Yes
INC0005837,3/11/2016 9:58,3/14/2016 12:09,2 - Medium,Category 32,Group 70,code 6,74.18333333,Morning,9,Friday,March    ,P2-High,No
INC0005842,3/11/2016 10:03,3/16/2016 11:19,2 - Medium,Category 37,Group 50,code 6,121.2666667,Morning,10,Friday,March    ,P2-High,Yes
INC0005843,3/11/2016 10:03,3/11/2016 13:56,2 - Medium,Category 46,Group 55,code 7,3.883333333,Morning,10,Friday,March    ,P2-High,No
INC0000168,2/29/2016 10:27,3/1/2016 9:05,2 - Medium,Category 9,Group 24,code 9,22.63333333,Morning,10,Monday,February ,P2-High,No
INC0000169,2/29/2016 10:30,3/2/2016 15:06,2 - Medium,Category 53,Group 54,code 7,52.6,Morning,10,Monday,February ,P2-High,No
INC0005845,3/11/2016 10:07,3/11/2016 10:16,2 - Medium,Category 32,Group 70,code 7,0.15,Morning,10,Friday,March    ,P2-High,No
INC0005848,3/11/2016 10:08,4/13/2016 13:44,2 - Medium,Category 43,Group 22,code 7,795.6,Morning,10,Friday,March    ,P2-High,Yes
INC0005851,3/11/2016 10:14,3/21/2016 12:51,2 - Medium,Category 20,Group 70,code 7,242.6166667,Morning,10,Friday,March    ,P2-High,Yes
INC0005853,3/11/2016 10:15,3/31/2016 10:54,2 - Medium,Category 23,Group 72,code 9,480.65,Morning,10,Friday,March    ,P2-High,Yes
INC0000912,3/1/2016 19:53,3/4/2016 10:26,2 - Medium,Category 53,Group 70,code 11,62.55,Evening,19,Tuesday,March    ,P2-High,No
INC0000913,3/1/2016 19:57,3/8/2016 17:00,2 - Medium,Category 26,Group 70,code 7,165.05,Evening,19,Tuesday,March    ,P2-High,Yes
INC0005854,3/11/2016 10:16,3/29/2016 12:23,2 - Medium,Category 26,Group 70,code 1,434.1166667,Morning,10,Friday,March    ,P2-High,Yes
INC0005856,3/11/2016 10:18,3/23/2016 17:38,2 - Medium,Category 42,Group 70,code 6,295.3333333,Morning,10,Friday,March    ,P2-High,Yes
INC0005860,3/11/2016 10:25,3/23/2016 10:36,2 - Medium,Category 61,Group 74,code 7,288.1833333,Morning,10,Friday,March    ,P2-High,Yes
INC0005861,3/11/2016 10:25,3/11/2016 11:18,2 - Medium,Category 46,Group 57,code 6,0.883333333,Morning,10,Friday,March    ,P2-High,No
INC0005864,3/11/2016 10:27,3/15/2016 12:16,2 - Medium,Category 26,Group 70,code 6,97.81666667,Morning,10,Friday,March    ,P2-High,Yes
INC0005867,3/11/2016 10:29,3/11/2016 11:11,3 - Low,Category 42,Group 70,code 7,0.7,Morning,10,Friday,March    ,P3-Medium,No
INC0005873,3/11/2016 10:35,4/6/2016 15:12,2 - Medium,Category 23,Group 72,code 8,628.6166667,Morning,10,Friday,March    ,P2-High,Yes
INC0005874,3/11/2016 10:35,3/15/2016 10:54,2 - Medium,Category 20,Group 70,code 5,96.31666667,Morning,10,Friday,March    ,P2-High,Yes
INC0005875,3/11/2016 10:36,3/11/2016 10:48,2 - Medium,Category 28,Group 70,code 7,0.2,Morning,10,Friday,March    ,P2-High,No
INC0005876,3/11/2016 10:36,3/14/2016 9:09,2 - Medium,Category 42,Group 76,code 7,70.55,Morning,10,Friday,March    ,P2-High,No
INC0005878,3/11/2016 10:38,3/22/2016 14:53,2 - Medium,Category 26,Group 70,code 6,268.25,Morning,10,Friday,March    ,P2-High,Yes
INC0002262,3/4/2016 8:26,3/4/2016 8:42,2 - Medium,Category 53,Group 24,code 6,0.266666667,Morning,8,Friday,March    ,P2-High,No
INC0002264,3/4/2016 8:30,3/4/2016 8:39,2 - Medium,Category 53,Group 24,code 6,0.15,Morning,8,Friday,March    ,P2-High,No
INC0003120,3/7/2016 9:09,3/8/2016 1:24,2 - Medium,Category 32,Group 70,code 6,16.25,Morning,9,Monday,March    ,P2-High,No
INC0002266,3/4/2016 8:31,3/4/2016 11:49,2 - Medium,Category 53,Group 24,code 6,3.3,Morning,8,Friday,March    ,P2-High,No
INC0005879,3/11/2016 10:38,3/17/2016 18:35,2 - Medium,Category 23,Group 20,code 6,151.95,Morning,10,Friday,March    ,P2-High,Yes
INC0005880,3/11/2016 10:39,3/22/2016 14:27,2 - Medium,Category 26,Group 70,code 6,267.8,Morning,10,Friday,March    ,P2-High,Yes
INC0005882,3/11/2016 10:42,3/17/2016 11:29,2 - Medium,Category 46,Group 39,code 6,144.7833333,Morning,10,Friday,March    ,P2-High,Yes
INC0005883,3/11/2016 10:42,3/11/2016 11:38,2 - Medium,Category 46,Group 58,code 6,0.933333333,Morning,10,Friday,March    ,P2-High,No
INC0007960,3/16/2016 16:54,3/16/2016 17:49,2 - Medium,Category 46,Group 55,code 8,0.916666667,Evening,16,Wednesday,March    ,P2-High,No
INC0007961,3/16/2016 16:55,3/16/2016 17:31,2 - Medium,Category 46,Group 70,code 8,0.6,Evening,16,Wednesday,March    ,P2-High,No
INC0005884,3/11/2016 10:43,3/17/2016 17:46,1 - High,Category 46,Group 29,code 6,151.05,Morning,10,Friday,March    ,P1-Critical,Yes
INC0005886,3/11/2016 10:44,3/11/2016 10:59,2 - Medium,Category 32,Group 70,code 6,0.25,Morning,10,Friday,March    ,P2-High,No
INC0005894,3/11/2016 10:49,3/18/2016 15:26,2 - Medium,Category 46,Group 33,code 6,172.6166667,Morning,10,Friday,March    ,P2-High,Yes
INC0005895,3/11/2016 10:50,3/11/2016 15:38,2 - Medium,Category 26,Group 70,code 6,4.8,Morning,10,Friday,March    ,P2-High,No
INC0005897,3/11/2016 10:52,12/9/2016 16:50,2 - Medium,Category 57,Group 34,code 6,6557.966667,Morning,10,Friday,March    ,P2-High,Yes
INC0005899,3/11/2016 10:54,3/16/2016 1:01,2 - Medium,Category 28,Group 70,code 7,110.1166667,Morning,10,Friday,March    ,P2-High,Yes
INC0005900,3/11/2016 10:55,3/18/2016 15:28,2 - Medium,Category 46,Group 33,code 6,172.55,Morning,10,Friday,March    ,P2-High,Yes
INC0005901,3/11/2016 10:56,3/22/2016 13:24,2 - Medium,Category 20,Group 70,code 6,266.4666667,Morning,10,Friday,March    ,P2-High,Yes
INC0005902,3/11/2016 10:56,3/17/2016 5:01,2 - Medium,Category 26,Group 70,code 8,138.0833333,Morning,10,Friday,March    ,P2-High,Yes
INC0005903,3/11/2016 10:57,3/23/2016 9:00,2 - Medium,Category 61,Group 73,code 6,286.05,Morning,10,Friday,March    ,P2-High,Yes
INC0005905,3/11/2016 10:59,3/14/2016 17:45,2 - Medium,Category 42,Group 70,code 6,78.76666667,Morning,10,Friday,March    ,P2-High,No
INC0005906,3/11/2016 10:59,3/11/2016 11:03,2 - Medium,Category 61,Group 70,code 6,0.066666667,Morning,10,Friday,March    ,P2-High,No
INC0005907,3/11/2016 11:02,3/17/2016 11:32,2 - Medium,Category 46,Group 70,code 6,144.5,Morning,11,Friday,March    ,P2-High,Yes
INC0005908,3/11/2016 11:03,3/14/2016 10:42,2 - Medium,Category 53,Group 70,code 7,71.65,Morning,11,Friday,March    ,P2-High,No
INC0005910,3/11/2016 11:04,4/8/2016 10:53,2 - Medium,Category 26,Group 70,code 5,671.8166667,Morning,11,Friday,March    ,P2-High,Yes
INC0005911,3/11/2016 11:07,3/21/2016 17:42,2 - Medium,Category 20,Group 70,code 6,246.5833333,Morning,11,Friday,March    ,P2-High,Yes
INC0005915,3/11/2016 11:12,3/17/2016 9:20,2 - Medium,Category 26,Group 73,code 7,142.1333333,Morning,11,Friday,March    ,P2-High,Yes
INC0005916,3/11/2016 11:12,3/17/2016 15:47,2 - Medium,Category 42,Group 70,code 8,148.5833333,Morning,11,Friday,March    ,P2-High,Yes
INC0005917,3/11/2016 11:13,3/29/2016 16:11,2 - Medium,Category 53,Group 25,code 6,436.9666667,Morning,11,Friday,March    ,P2-High,Yes
INC0005918,3/11/2016 11:13,3/17/2016 12:48,2 - Medium,Category 44,Group 70,code 7,145.5833333,Morning,11,Friday,March    ,P2-High,Yes
INC0005923,3/11/2016 11:18,3/14/2016 8:17,2 - Medium,Category 53,Group 70,code 6,68.98333333,Morning,11,Friday,March    ,P2-High,No
INC0005925,3/11/2016 11:19,4/1/2016 10:09,2 - Medium,Category 9,Group 9,code 10,502.8333333,Morning,11,Friday,March    ,P2-High,Yes
INC0005926,3/11/2016 11:20,3/22/2016 13:53,2 - Medium,Category 61,Group 74,code 9,266.55,Morning,11,Friday,March    ,P2-High,Yes
INC0005927,3/11/2016 11:25,4/29/2016 9:37,2 - Medium,Category 17,Group 76,code 6,1174.2,Morning,11,Friday,March    ,P2-High,Yes
INC0005928,3/11/2016 11:27,3/31/2016 11:39,2 - Medium,Category 23,Group 72,code 8,480.2,Morning,11,Friday,March    ,P2-High,Yes
INC0005929,3/11/2016 11:29,3/17/2016 14:22,2 - Medium,Category 42,Group 69,code 6,146.8833333,Morning,11,Friday,March    ,P2-High,Yes
INC0005930,3/11/2016 11:30,3/14/2016 9:59,2 - Medium,Category 26,Group 70,code 6,70.48333333,Morning,11,Friday,March    ,P2-High,No
INC0005931,3/11/2016 11:30,3/11/2016 13:42,2 - Medium,Category 9,Group 24,code 5,2.2,Morning,11,Friday,March    ,P2-High,No
INC0005933,3/11/2016 11:33,3/14/2016 11:01,2 - Medium,Category 32,Group 70,code 6,71.46666667,Morning,11,Friday,March    ,P2-High,No
INC0005935,3/11/2016 11:34,3/16/2016 15:00,2 - Medium,Category 34,Group 9,code 6,123.4333333,Morning,11,Friday,March    ,P2-High,Yes
INC0005936,3/11/2016 11:34,3/11/2016 14:01,2 - Medium,Category 32,Group 70,code 7,2.45,Morning,11,Friday,March    ,P2-High,No
INC0005938,3/11/2016 11:39,3/28/2016 11:05,2 - Medium,Category 34,Group 9,code 6,407.4333333,Morning,11,Friday,March    ,P2-High,Yes
INC0005939,3/11/2016 11:39,3/11/2016 15:31,2 - Medium,Category 46,Group 6,code 6,3.866666667,Morning,11,Friday,March    ,P2-High,No
INC0005943,3/11/2016 11:42,3/22/2016 12:09,2 - Medium,Category 42,Group 70,code 6,264.45,Morning,11,Friday,March    ,P2-High,Yes
INC0005944,3/11/2016 11:42,3/14/2016 13:55,2 - Medium,Category 23,Group 28,code 6,74.21666667,Morning,11,Friday,March    ,P2-High,No
INC0002270,3/4/2016 8:37,3/8/2016 13:21,2 - Medium,Category 34,Group 25,code 6,100.7333333,Morning,8,Friday,March    ,P2-High,Yes
INC0002274,3/4/2016 8:39,3/11/2016 11:29,2 - Medium,Category 26,Group 54,code 6,170.8333333,Morning,8,Friday,March    ,P2-High,Yes
INC0002275,3/4/2016 8:40,3/4/2016 16:45,1 - High,Category 32,Group 70,code 6,8.083333333,Morning,8,Friday,March    ,P1-Critical,No
INC0005945,3/11/2016 11:43,3/18/2016 16:06,2 - Medium,Category 32,Group 81,code 5,172.3833333,Morning,11,Friday,March    ,P2-High,Yes
INC0005946,3/11/2016 11:44,3/18/2016 8:36,2 - Medium,Category 32,Group 66,code 5,164.8666667,Morning,11,Friday,March    ,P2-High,Yes
INC0005948,3/11/2016 11:46,3/17/2016 16:14,2 - Medium,Category 42,Group 70,code 6,148.4666667,Morning,11,Friday,March    ,P2-High,Yes
INC0005949,3/11/2016 11:47,3/11/2016 15:16,2 - Medium,Category 26,Group 70,code 9,3.483333333,Morning,11,Friday,March    ,P2-High,No
INC0005951,3/11/2016 11:47,3/11/2016 12:02,2 - Medium,Category 46,Group 39,code 6,0.25,Morning,11,Friday,March    ,P2-High,No
INC0005952,3/11/2016 11:50,3/14/2016 14:42,2 - Medium,Category 40,Group 70,code 8,74.86666667,Morning,11,Friday,March    ,P2-High,No
INC0005953,3/11/2016 11:50,3/22/2016 12:04,2 - Medium,Category 32,Group 70,code 6,264.2333333,Morning,11,Friday,March    ,P2-High,Yes
INC0005954,3/11/2016 11:50,3/11/2016 13:36,2 - Medium,Category 26,Group 70,code 1,1.766666667,Morning,11,Friday,March    ,P2-High,No
INC0005955,3/11/2016 11:51,4/26/2016 11:17,2 - Medium,Category 46,Group 10,code 6,1103.433333,Morning,11,Friday,March    ,P2-High,Yes
INC0005958,3/11/2016 11:53,3/11/2016 14:56,2 - Medium,Category 26,Group 70,code 1,3.05,Morning,11,Friday,March    ,P2-High,No
INC0005959,3/11/2016 11:55,3/14/2016 14:17,2 - Medium,Category 42,Group 70,code 8,74.36666667,Morning,11,Friday,March    ,P2-High,No
INC0005970,3/11/2016 12:08,4/1/2016 9:05,2 - Medium,Category 34,Group 70,code 5,500.95,Morning,12,Friday,March    ,P2-High,Yes
INC0005976,3/11/2016 12:18,4/14/2016 15:32,2 - Medium,Category 46,Group 66,code 6,819.2333333,Morning,12,Friday,March    ,P2-High,Yes
INC0005977,3/11/2016 12:20,4/11/2016 14:27,2 - Medium,Category 32,Group 70,code 6,746.1166667,Morning,12,Friday,March    ,P2-High,Yes
INC0008084,3/17/2016 8:38,4/5/2016 8:48,2 - Medium,Category 40,Group 70,code 6,456.1666667,Morning,8,Thursday,March    ,P2-High,Yes
INC0008085,3/17/2016 8:39,3/17/2016 16:14,2 - Medium,Category 34,Group 23,code 6,7.583333333,Morning,8,Thursday,March    ,P2-High,No
INC0005979,3/11/2016 12:22,6/14/2016 7:17,2 - Medium,Category 46,Group 66,code 6,2274.916667,Morning,12,Friday,March    ,P2-High,Yes
