incident_id,created_at,resolved_at,severity,resolution_time_hours,root_cause,category_clean,assigned_team
INC0004408,2016-03-08 15:42:00,2016-03-22 15:03:00,2 - Medium,335.35,Authentication Failure,Database Issues,Database Administration Team
INC0004410,2016-03-08 15:44:00,2016-04-04 01:41:00,2 - Medium,633.95,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004411,2016-03-08 15:45:00,2016-03-10 18:36:00,2 - Medium,50.85,Authentication Failure,Application Errors,Application Support Team
INC0004412,2016-03-08 15:46:00,2016-03-21 14:04:00,2 - Medium,310.3,Network Failure,Application Errors,Application Support Team
INC0004413,2016-03-08 15:47:00,2016-03-08 16:30:00,2 - Medium,0.7166666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004415,2016-03-08 15:48:00,2016-04-25 14:23:00,2 - Medium,1150.5833333333333,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004416,2016-03-08 15:55:00,2016-03-22 15:19:00,2 - Medium,335.4,Network Failure,Server Infrastructure,Infrastructure Operations Team
INC0004418,2016-03-08 15:59:00,2016-03-09 17:17:00,2 - Medium,25.3,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004421,2016-03-08 16:04:00,2016-03-10 09:55:00,2 - Medium,41.85,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004423,2016-03-08 16:06:00,2016-03-08 16:12:00,2 - Medium,0.1,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004424,2016-03-08 16:09:00,2016-03-08 16:12:00,2 - Medium,0.05,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004426,2016-03-08 16:11:00,2016-03-09 16:25:00,2 - Medium,24.233333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004429,2016-03-08 16:13:00,2016-03-09 11:58:00,2 - Medium,19.75,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004430,2016-03-08 16:16:00,2016-03-21 13:39:00,2 - Medium,309.3833333333333,API Timeout,Security / Access Issues,Security Operations Team
INC0004433,2016-03-08 16:23:00,2016-03-08 16:43:00,2 - Medium,0.3333333333333333,API Timeout,Integration / API Issues,Integration Support Team
INC0004434,2016-03-08 16:23:00,2016-03-29 10:29:00,2 - Medium,498.1,Network Failure,Server Infrastructure,Infrastructure Operations Team
INC0004435,2016-03-08 16:24:00,2016-03-09 12:00:00,2 - Medium,19.6,Authentication Failure,Database Issues,Database Administration Team
INC0004436,2016-03-08 16:27:00,2016-03-11 10:25:00,2 - Medium,65.96666666666667,Disk Space Issue,Server Infrastructure,Infrastructure Operations Team
INC0004438,2016-03-08 16:29:00,2016-03-09 16:02:00,2 - Medium,23.55,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team
INC0004440,2016-03-08 16:32:00,2016-03-11 14:34:00,2 - Medium,70.03333333333333,Memory Leak,Server Infrastructure,Infrastructure Operations Team
INC0004441,2016-03-08 16:32:00,2016-03-09 16:08:00,2 - Medium,23.6,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team
INC0004442,2016-03-08 16:34:00,2016-03-09 14:22:00,2 - Medium,21.8,Server Overload,Server Infrastructure,Infrastructure Operations Team
INC0004444,2016-03-08 16:37:00,2016-03-21 10:51:00,2 - Medium,306.23333333333335,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004448,2016-03-08 16:48:00,2016-03-08 17:24:00,2 - Medium,0.6,Authentication Failure,Database Issues,Database Administration Team
INC0004450,2016-03-08 16:48:00,2016-03-13 01:38:00,2 - Medium,104.83333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004452,2016-03-08 16:49:00,2016-03-14 14:48:00,2 - Medium,141.98333333333332,Authentication Failure,Application Errors,Application Support Team
INC0004454,2016-03-08 16:49:00,2016-03-23 10:10:00,2 - Medium,353.35,Network Failure,Server Infrastructure,Infrastructure Operations Team
INC0004455,2016-03-08 16:50:00,2016-03-10 10:06:00,2 - Medium,41.266666666666666,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004459,2016-03-08 16:51:00,2016-03-30 14:37:00,2 - Medium,525.7666666666667,Authentication Failure,Application Errors,Application Support Team
INC0004461,2016-03-08 16:53:00,2016-03-16 08:36:00,2 - Medium,183.71666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004462,2016-03-08 16:53:00,2016-03-21 15:38:00,2 - Medium,310.75,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team
INC0004463,2016-03-08 16:55:00,2016-03-10 08:52:00,2 - Medium,39.95,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004464,2016-03-08 16:55:00,2016-03-14 09:42:00,2 - Medium,136.78333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004465,2016-03-08 17:00:00,2016-03-22 14:57:00,2 - Medium,333.95,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004466,2016-03-08 17:01:00,2016-03-22 09:52:00,2 - Medium,328.85,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004467,2016-03-08 17:01:00,2016-03-08 17:23:00,2 - Medium,0.36666666666666664,API Timeout,Integration / API Issues,Integration Support Team
INC0004469,2016-03-08 17:03:00,2016-03-17 10:34:00,2 - Medium,209.51666666666668,API Timeout,Integration / API Issues,Integration Support Team
INC0004471,2016-03-08 17:10:00,2016-03-08 17:12:00,2 - Medium,0.03333333333333333,API Timeout,Database Issues,Database Administration Team
INC0004474,2016-03-08 17:14:00,2016-03-14 14:48:00,2 - Medium,141.56666666666666,Authentication Failure,Application Errors,Application Support Team
INC0004476,2016-03-08 17:23:00,2016-03-24 13:12:00,2 - Medium,379.81666666666666,Network Failure,Security / Access Issues,Security Operations Team
INC0004478,2016-03-08 17:32:00,2016-03-15 14:43:00,2 - Medium,165.18333333333334,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004479,2016-03-08 17:34:00,2016-03-10 09:00:00,2 - Medium,39.43333333333333,Authentication Failure,Application Errors,Application Support Team
INC0004480,2016-03-08 17:39:00,2016-03-14 10:56:00,2 - Medium,137.28333333333333,API Timeout,Integration / API Issues,Integration Support Team
INC0004482,2016-03-08 17:45:00,2016-11-30 15:37:00,2 - Medium,6405.866666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004483,2016-03-08 17:53:00,2016-03-10 14:12:00,2 - Medium,44.31666666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004485,2016-03-08 17:59:00,2016-03-22 15:17:00,2 - Medium,333.3,Network Failure,Server Infrastructure,Infrastructure Operations Team
INC0004486,2016-03-08 18:05:00,2016-03-17 17:43:00,2 - Medium,215.63333333333333,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004487,2016-03-08 18:07:00,2016-03-09 09:14:00,2 - Medium,15.116666666666667,API Timeout,Security / Access Issues,Security Operations Team
INC0004490,2016-03-08 18:19:00,2016-03-22 11:58:00,2 - Medium,329.65,Deployment Error,Integration / API Issues,Integration Support Team
INC0004491,2016-03-08 18:33:00,2016-03-08 18:37:00,2 - Medium,0.06666666666666667,Configuration Error,Application Errors,Application Support Team
INC0004492,2016-03-08 18:34:00,2016-03-22 07:45:00,2 - Medium,325.18333333333334,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004493,2016-03-08 18:49:00,2016-03-21 14:24:00,2 - Medium,307.5833333333333,Network Failure,Network Issues,Network Operations Team
INC0004494,2016-03-08 19:09:00,2016-04-19 11:10:00,2 - Medium,1000.0166666666667,Disk Space Issue,Network Issues,Network Operations Team
INC0004498,2016-03-08 20:40:00,2016-03-09 08:37:00,2 - Medium,11.95,Data Corruption,Network Issues,Network Operations Team
INC0004499,2016-03-08 20:41:00,2016-03-18 12:06:00,2 - Medium,231.41666666666666,Disk Space Issue,Security / Access Issues,Security Operations Team
INC0004500,2016-03-08 20:42:00,2016-03-11 15:34:00,2 - Medium,66.86666666666666,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004502,2016-03-08 21:04:00,2016-03-09 16:09:00,2 - Medium,19.083333333333332,Authentication Failure,Database Issues,Database Administration Team
INC0004503,2016-03-08 21:12:00,2016-03-09 16:59:00,2 - Medium,19.783333333333335,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004507,2016-03-08 22:38:00,2016-03-11 18:12:00,2 - Medium,67.56666666666666,Disk Space Issue,Network Issues,Network Operations Team
INC0004508,2016-03-08 22:49:00,2016-03-23 15:21:00,2 - Medium,352.53333333333336,Memory Leak,Server Infrastructure,Infrastructure Operations Team
INC0004509,2016-03-08 23:17:00,2016-03-15 12:38:00,2 - Medium,157.35,API Timeout,Integration / API Issues,Integration Support Team
INC0004510,2016-03-08 23:46:00,2016-03-09 09:52:00,2 - Medium,10.1,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004512,2016-03-08 23:46:00,2016-03-10 09:37:00,2 - Medium,33.85,Database Issue,Server Infrastructure,Infrastructure Operations Team
INC0004514,2016-03-09 00:09:00,2016-03-09 17:20:00,2 - Medium,17.183333333333334,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004515,2016-03-09 00:28:00,2016-03-09 09:53:00,2 - Medium,9.416666666666666,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004517,2016-03-09 01:30:00,2016-03-09 01:36:00,2 - Medium,0.1,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004519,2016-03-09 01:40:00,2016-03-10 12:17:00,2 - Medium,34.61666666666667,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team
INC0004520,2016-03-09 01:44:00,2016-03-21 14:26:00,2 - Medium,300.7,Network Failure,Application Errors,Application Support Team
INC0004522,2016-03-09 02:24:00,2016-03-09 08:53:00,2 - Medium,6.483333333333333,API Timeout,Security / Access Issues,Security Operations Team
INC0004523,2016-03-09 02:43:00,2016-03-10 16:13:00,2 - Medium,37.5,Memory Leak,Integration / API Issues,Integration Support Team
INC0004526,2016-03-09 02:58:00,2016-03-09 03:16:00,2 - Medium,0.3,API Timeout,Integration / API Issues,Integration Support Team
INC0004527,2016-03-09 02:59:00,2016-03-09 05:30:00,2 - Medium,2.5166666666666666,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004528,2016-03-09 03:03:00,2016-03-21 14:28:00,2 - Medium,299.4166666666667,Network Failure,Integration / API Issues,Integration Support Team
INC0004532,2016-03-09 03:27:00,2016-03-09 17:24:00,2 - Medium,13.95,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004535,2016-03-09 04:27:00,2016-04-12 12:25:00,2 - Medium,823.9666666666667,Disk Space Issue,Security / Access Issues,Security Operations Team
INC0004539,2016-03-09 04:47:00,2016-03-21 14:31:00,2 - Medium,297.73333333333335,Network Failure,Integration / API Issues,Integration Support Team
INC0004540,2016-03-09 04:48:00,2016-03-09 05:11:00,2 - Medium,0.38333333333333336,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004541,2016-03-09 05:13:00,2016-03-10 13:44:00,2 - Medium,32.516666666666666,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004577,2016-03-09 07:29:00,2016-03-21 14:34:00,3 - Low,295.0833333333333,Network Failure,Application Errors,Application Support Team
INC0004582,2016-03-09 07:53:00,2016-03-12 14:49:00,2 - Medium,78.93333333333334,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004583,2016-03-09 07:53:00,2016-03-22 13:36:00,2 - Medium,317.71666666666664,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004584,2016-03-09 07:53:00,2016-03-10 13:53:00,2 - Medium,30.0,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004585,2016-03-09 07:54:00,2016-03-09 09:35:00,3 - Low,1.6833333333333333,API Timeout,Security / Access Issues,Security Operations Team
INC0004586,2016-03-09 07:55:00,2016-03-22 11:41:00,2 - Medium,315.76666666666665,Deployment Error,Integration / API Issues,Integration Support Team
INC0004587,2016-03-09 07:55:00,2016-03-22 11:42:00,2 - Medium,315.78333333333336,Deployment Error,Integration / API Issues,Integration Support Team
INC0004588,2016-03-09 07:57:00,2016-03-21 08:02:00,2 - Medium,288.0833333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004589,2016-03-09 07:58:00,2016-04-01 14:56:00,2 - Medium,558.9666666666667,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004590,2016-03-09 07:58:00,2016-03-09 10:39:00,2 - Medium,2.683333333333333,Third-Party Service Failure,Security / Access Issues,Security Operations Team
INC0004591,2016-03-09 08:00:00,2016-03-09 08:03:00,2 - Medium,0.05,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004592,2016-03-09 08:02:00,2016-03-09 08:34:00,2 - Medium,0.5333333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004596,2016-03-09 08:08:00,2016-03-10 14:06:00,2 - Medium,29.966666666666665,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004600,2016-03-09 08:15:00,2016-03-10 10:50:00,2 - Medium,26.583333333333332,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004601,2016-03-09 08:15:00,2016-03-22 08:21:00,2 - Medium,312.1,Authentication Failure,Application Errors,Application Support Team
INC0004602,2016-03-09 08:17:00,2016-03-10 10:47:00,2 - Medium,26.5,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team
INC0004603,2016-03-09 08:17:00,2016-03-09 08:25:00,3 - Low,0.13333333333333333,API Timeout,Integration / API Issues,Integration Support Team
INC0004604,2016-03-09 08:20:00,2016-03-11 08:41:00,2 - Medium,48.35,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004605,2016-03-09 08:23:00,2016-03-09 11:46:00,2 - Medium,3.3833333333333333,Authentication Failure,Application Errors,Application Support Team
INC0004606,2016-03-09 08:24:00,2016-03-09 17:37:00,2 - Medium,9.216666666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004607,2016-03-09 08:25:00,2016-03-09 09:03:00,2 - Medium,0.6333333333333333,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004609,2016-03-09 08:26:00,2016-03-11 12:16:00,2 - Medium,51.833333333333336,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004610,2016-03-09 08:27:00,2016-03-11 11:35:00,2 - Medium,51.13333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004611,2016-03-09 08:30:00,2016-04-05 08:52:00,2 - Medium,648.3666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004612,2016-03-09 08:30:00,2016-03-15 17:26:00,2 - Medium,152.93333333333334,Disk Space Issue,Application Errors,Application Support Team
INC0004613,2016-03-09 08:30:00,2016-03-09 08:35:00,2 - Medium,0.08333333333333333,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004614,2016-03-09 08:32:00,2016-03-11 16:46:00,2 - Medium,56.233333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004615,2016-03-09 08:33:00,2016-03-10 15:54:00,2 - Medium,31.35,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004617,2016-03-09 08:35:00,2016-03-14 15:41:00,2 - Medium,127.1,Authentication Failure,Application Errors,Application Support Team
INC0004618,2016-03-09 08:35:00,2016-03-22 08:30:00,2 - Medium,311.9166666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004619,2016-03-09 08:38:00,2016-03-09 09:44:00,2 - Medium,1.1,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004620,2016-03-09 08:39:00,2016-03-10 10:17:00,2 - Medium,25.633333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004621,2016-03-09 08:40:00,2016-03-09 12:13:00,2 - Medium,3.55,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004622,2016-03-09 08:42:00,2016-03-19 14:48:00,2 - Medium,246.1,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004624,2016-03-09 08:44:00,2016-03-10 16:11:00,2 - Medium,31.45,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004626,2016-03-09 08:48:00,2016-03-17 04:42:00,3 - Low,187.9,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004627,2016-03-09 08:50:00,2016-03-09 08:54:00,2 - Medium,0.06666666666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004628,2016-03-09 08:52:00,2016-03-14 10:09:00,2 - Medium,121.28333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004629,2016-03-09 08:52:00,2016-03-09 10:16:00,2 - Medium,1.4,Authentication Failure,Application Errors,Application Support Team
INC0004633,2016-03-09 08:58:00,2016-03-10 14:15:00,2 - Medium,29.283333333333335,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004636,2016-03-09 08:59:00,2016-05-23 14:27:00,2 - Medium,1805.4666666666667,Authentication Failure,Application Errors,Application Support Team
INC0004637,2016-03-09 08:59:00,2016-03-14 15:53:00,2 - Medium,126.9,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004638,2016-03-09 09:02:00,2016-03-11 15:46:00,1 - High,54.733333333333334,API Timeout,Integration / API Issues,Integration Support Team
INC0004640,2016-03-09 09:06:00,2016-03-16 11:03:00,2 - Medium,169.95,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004641,2016-03-09 09:08:00,2016-03-10 15:07:00,2 - Medium,29.983333333333334,Database Issue,Integration / API Issues,Integration Support Team
INC0004643,2016-03-09 09:11:00,2016-03-09 09:19:00,3 - Low,0.13333333333333333,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004644,2016-03-09 09:11:00,2016-03-23 15:50:00,2 - Medium,342.65,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004645,2016-03-09 09:11:00,2016-03-14 14:27:00,2 - Medium,125.26666666666667,Application Bug,Server Infrastructure,Infrastructure Operations Team
INC0004647,2016-03-09 09:13:00,2016-03-11 16:12:00,2 - Medium,54.983333333333334,API Timeout,Network Issues,Network Operations Team
INC0004648,2016-03-09 09:14:00,2016-05-04 14:30:00,2 - Medium,1349.2666666666667,Server Overload,Server Infrastructure,Infrastructure Operations Team
INC0004650,2016-03-09 09:15:00,2016-03-23 08:35:00,2 - Medium,335.3333333333333,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team
INC0004651,2016-03-09 09:18:00,2016-03-09 11:15:00,2 - Medium,1.95,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004653,2016-03-09 09:21:00,2016-03-28 12:00:00,2 - Medium,458.65,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004654,2016-03-09 09:25:00,2016-03-09 09:53:00,2 - Medium,0.4666666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004655,2016-03-09 09:26:00,2016-03-09 09:31:00,3 - Low,0.08333333333333333,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004660,2016-03-09 09:29:00,2016-03-09 09:31:00,2 - Medium,0.03333333333333333,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004661,2016-03-09 09:29:00,2016-03-09 13:16:00,2 - Medium,3.783333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004663,2016-03-09 09:30:00,2016-03-28 09:26:00,2 - Medium,455.93333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004665,2016-03-09 09:30:00,2016-03-09 10:42:00,2 - Medium,1.2,Server Overload,Network Issues,Network Operations Team
INC0004666,2016-03-09 09:30:00,2016-03-11 16:10:00,2 - Medium,54.666666666666664,Disk Space Issue,Server Infrastructure,Infrastructure Operations Team
INC0004667,2016-03-09 09:30:00,2016-03-21 11:51:00,2 - Medium,290.35,Authentication Failure,Database Issues,Database Administration Team
INC0004669,2016-03-09 09:31:00,2016-03-09 10:03:00,3 - Low,0.5333333333333333,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004670,2016-03-09 09:36:00,2016-04-05 18:44:00,2 - Medium,657.1333333333333,Authentication Failure,Network Issues,Network Operations Team
INC0004671,2016-03-09 09:37:00,2016-03-22 12:19:00,2 - Medium,314.7,Deployment Error,Integration / API Issues,Integration Support Team
INC0004673,2016-03-09 09:39:00,2016-03-16 09:56:00,2 - Medium,168.28333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004674,2016-03-09 09:40:00,2016-03-17 10:45:00,2 - Medium,193.08333333333334,Authentication Failure,Database Issues,Database Administration Team
INC0004676,2016-03-09 09:44:00,2016-03-09 10:13:00,2 - Medium,0.48333333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004679,2016-03-09 09:49:00,2016-03-09 12:13:00,2 - Medium,2.4,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004686,2016-03-09 09:57:00,2016-03-09 11:38:00,2 - Medium,1.6833333333333333,Disk Space Issue,Server Infrastructure,Infrastructure Operations Team
INC0004687,2016-03-09 09:57:00,2016-05-17 09:50:00,2 - Medium,1655.8833333333334,Memory Leak,Integration / API Issues,Integration Support Team
INC0004688,2016-03-09 09:57:00,2016-03-17 11:38:00,2 - Medium,193.68333333333334,API Timeout,Security / Access Issues,Security Operations Team
INC0004689,2016-03-09 09:57:00,2016-03-30 16:33:00,2 - Medium,510.6,Network Failure,Server Infrastructure,Infrastructure Operations Team
INC0004690,2016-03-09 09:58:00,2016-03-10 16:32:00,2 - Medium,30.566666666666666,API Timeout,Integration / API Issues,Integration Support Team
INC0004691,2016-03-09 09:59:00,2016-03-09 10:55:00,2 - Medium,0.9333333333333333,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004692,2016-03-09 10:01:00,2016-03-10 10:47:00,2 - Medium,24.766666666666666,Disk Space Issue,Server Infrastructure,Infrastructure Operations Team
INC0004694,2016-03-09 10:03:00,2016-07-13 11:19:00,2 - Medium,3025.266666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004695,2016-03-09 10:04:00,2016-03-10 14:22:00,2 - Medium,28.3,API Timeout,Integration / API Issues,Integration Support Team
INC0004696,2016-03-09 10:04:00,2016-03-23 10:15:00,2 - Medium,336.18333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004697,2016-03-09 10:07:00,2016-03-09 10:14:00,2 - Medium,0.11666666666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004698,2016-03-09 10:09:00,2016-03-10 08:45:00,2 - Medium,22.6,API Timeout,Security / Access Issues,Security Operations Team
INC0004699,2016-03-09 10:11:00,2016-03-17 04:12:00,2 - Medium,186.01666666666668,Memory Leak,Server Infrastructure,Infrastructure Operations Team
INC0004700,2016-03-09 10:11:00,2016-03-10 09:01:00,2 - Medium,22.833333333333332,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004702,2016-03-09 10:13:00,2016-03-09 10:52:00,2 - Medium,0.65,API Timeout,Security / Access Issues,Security Operations Team
INC0004703,2016-03-09 10:13:00,2016-03-10 13:25:00,3 - Low,27.2,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004706,2016-03-09 10:16:00,2016-03-17 10:12:00,2 - Medium,191.93333333333334,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004707,2016-03-09 10:17:00,2016-03-09 10:23:00,2 - Medium,0.1,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004708,2016-03-09 10:18:00,2016-03-19 09:14:00,2 - Medium,238.93333333333334,API Timeout,Integration / API Issues,Integration Support Team
INC0004709,2016-03-09 10:18:00,2016-03-09 10:30:00,2 - Medium,0.2,Authentication Failure,Database Issues,Database Administration Team
INC0004712,2016-03-09 10:20:00,2016-03-10 14:31:00,2 - Medium,28.183333333333334,API Timeout,Integration / API Issues,Integration Support Team
INC0004714,2016-03-09 10:23:00,2016-03-21 14:53:00,2 - Medium,292.5,Network Failure,Security / Access Issues,Security Operations Team
INC0004718,2016-03-09 10:24:00,2016-03-22 10:38:00,2 - Medium,312.23333333333335,Network Failure,Server Infrastructure,Infrastructure Operations Team
INC0004719,2016-03-09 10:24:00,2016-03-11 11:09:00,2 - Medium,48.75,Server Overload,Integration / API Issues,Integration Support Team
INC0004720,2016-03-09 10:25:00,2016-03-10 08:39:00,2 - Medium,22.233333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004721,2016-03-09 10:25:00,2016-03-22 08:01:00,2 - Medium,309.6,Authentication Failure,Application Errors,Application Support Team
INC0004722,2016-03-09 10:25:00,2016-03-10 10:44:00,2 - Medium,24.316666666666666,Authentication Failure,Application Errors,Application Support Team
INC0004723,2016-03-09 10:25:00,2016-03-22 08:07:00,2 - Medium,309.7,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004724,2016-03-09 10:25:00,2016-03-17 10:56:00,2 - Medium,192.51666666666668,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004725,2016-03-09 10:26:00,2016-03-10 11:20:00,2 - Medium,24.9,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004726,2016-03-09 10:26:00,2016-04-01 12:13:00,2 - Medium,553.7833333333333,API Timeout,Monitoring / Alerting,Monitoring & DevOps Team
INC0004728,2016-03-09 10:28:00,2016-03-30 14:31:00,2 - Medium,508.05,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004729,2016-03-09 10:30:00,2016-03-14 17:03:00,2 - Medium,126.55,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004733,2016-03-09 10:31:00,2016-03-29 10:35:00,2 - Medium,480.06666666666666,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004735,2016-03-09 10:32:00,2016-03-11 12:11:00,2 - Medium,49.65,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004736,2016-03-09 10:32:00,2016-04-06 13:34:00,2 - Medium,675.0333333333333,Authentication Failure,Network Issues,Network Operations Team
INC0004737,2016-03-09 10:32:00,2016-03-29 17:20:00,2 - Medium,486.8,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004738,2016-03-09 10:33:00,2016-03-11 12:06:00,2 - Medium,49.55,Authentication Failure,Security / Access Issues,Security Operations Team
INC0004739,2016-03-09 10:33:00,2016-03-22 14:00:00,2 - Medium,315.45,Network Failure,Server Infrastructure,Infrastructure Operations Team
INC0004741,2016-03-09 10:34:00,2016-03-09 12:24:00,2 - Medium,1.8333333333333333,Authentication Failure,Integration / API Issues,Integration Support Team
INC0004744,2016-03-09 10:37:00,2016-03-10 16:32:00,2 - Medium,29.916666666666668,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004746,2016-03-09 10:40:00,2016-03-09 16:54:00,2 - Medium,6.233333333333333,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0004748,2016-03-09 10:42:00,2016-03-11 10:36:00,2 - Medium,47.9,Data Corruption,Server Infrastructure,Infrastructure Operations Team
INC0004750,2016-03-09 10:43:00,2016-03-09 11:17:00,2 - Medium,0.5666666666666667,Authentication Failure,Database Issues,Database Administration Team
INC0004751,2016-03-09 10:43:00,2016-03-09 16:46:00,2 - Medium,6.05,Server Overload,Server Infrastructure,Infrastructure Operations Team
INC0004752,2016-03-09 10:44:00,2016-03-09 10:56:00,2 - Medium,0.2,API Timeout,Security / Access Issues,Security Operations Team
INC0004755,2016-03-09 10:44:00,2016-03-09 10:51:00,2 - Medium,0.11666666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004756,2016-03-09 10:46:00,2016-03-09 11:35:00,2 - Medium,0.8166666666666667,Authentication Failure,Application Errors,Application Support Team
INC0004759,2016-03-09 10:46:00,2016-03-24 09:16:00,2 - Medium,358.5,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0004760,2016-03-09 10:47:00,2016-05-16 12:22:00,2 - Medium,1633.5833333333333,API Timeout,Security / Access Issues,Security Operations Team
