incident_id,created_at,resolved_at,severity,resolution_time_hours,root_cause,category_clean,assigned_team,shift,hour,day_of_week,month,priority
INC0000760,2016-03-01 14:31:00,2016-03-01 15:58:00,2 - Medium,1.45,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,14,Tuesday,March,P2 - High
INC0000761,2016-03-01 14:34:00,2016-03-02 15:20:00,2 - Medium,24.766666666666666,Disk Space Issue,Security / Access Issues,Security Operations Team,Morning,14,Tuesday,March,P2 - High
INC0000763,2016-03-01 14:36:00,2016-03-01 15:36:00,2 - Medium,1.0,Disk Space Issue,Database Issues,Database Administration Team,Morning,14,Tuesday,March,P2 - High
INC0000764,2016-03-01 14:38:00,2016-03-17 10:33:00,1 - High,379.9166666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,14,Tuesday,March,P1 - Critical
INC0000765,2016-03-01 14:39:00,2016-03-17 08:41:00,2 - Medium,378.03333333333336,Authentication Failure,Network Issues,Network Operations Team,Morning,14,Tuesday,March,P2 - High
INC0000767,2016-03-01 14:40:00,2016-03-04 12:00:00,2 - Medium,69.33333333333333,Data Corruption,Application Errors,Application Support Team,Morning,14,Tuesday,March,P2 - High
INC0000768,2016-03-01 14:41:00,2016-03-04 19:00:00,2 - Medium,76.31666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,14,Tuesday,March,P2 - High
INC0000769,2016-03-01 14:43:00,2016-03-04 16:47:00,2 - Medium,74.06666666666666,API Timeout,Application Errors,Application Support Team,Morning,14,Tuesday,March,P2 - High
INC0000771,2016-03-01 14:46:00,2016-04-07 08:29:00,1 - High,881.7166666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,14,Tuesday,March,P1 - Critical
INC0000772,2016-03-01 14:49:00,2016-03-15 14:30:00,2 - Medium,335.68333333333334,Memory Leak,Application Errors,Application Support Team,Morning,14,Tuesday,March,P2 - High
INC0000773,2016-03-01 14:50:00,2016-03-10 11:22:00,2 - Medium,212.53333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,14,Tuesday,March,P2 - High
INC0000774,2016-03-01 14:51:00,2016-03-03 17:38:00,2 - Medium,50.78333333333333,Memory Leak,Integration / API Issues,Integration Support Team,Morning,14,Tuesday,March,P2 - High
INC0000775,2016-03-01 14:54:00,2016-03-01 16:01:00,2 - Medium,1.1166666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,14,Tuesday,March,P2 - High
INC0000777,2016-03-01 14:55:00,2016-03-01 15:12:00,1 - High,0.2833333333333333,API Timeout,Application Errors,Application Support Team,Morning,14,Tuesday,March,P1 - Critical
INC0000778,2016-03-01 14:56:00,2016-03-04 17:33:00,2 - Medium,74.61666666666666,Deployment Error,Integration / API Issues,Integration Support Team,Morning,14,Tuesday,March,P2 - High
INC0000780,2016-03-01 14:57:00,2016-03-01 17:19:00,2 - Medium,2.3666666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,14,Tuesday,March,P2 - High
INC0000782,2016-03-01 15:02:00,2016-03-16 15:24:00,2 - Medium,360.3666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,15,Tuesday,March,P2 - High
INC0000783,2016-03-01 15:04:00,2016-03-23 10:51:00,2 - Medium,523.7833333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000784,2016-03-01 15:05:00,2016-04-14 15:24:00,2 - Medium,1056.3166666666666,Application Bug,Application Errors,Application Support Team,Morning,15,Tuesday,March,P2 - High
INC0000785,2016-03-01 15:11:00,2016-03-09 15:57:00,2 - Medium,192.76666666666668,Authentication Failure,Application Errors,Application Support Team,Morning,15,Tuesday,March,P2 - High
INC0000786,2016-03-01 15:12:00,2016-03-03 10:18:00,2 - Medium,43.1,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,15,Tuesday,March,P2 - High
INC0000790,2016-03-01 15:17:00,2016-03-24 08:04:00,2 - Medium,544.7833333333333,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,15,Tuesday,March,P2 - High
INC0000791,2016-03-01 15:20:00,2016-03-02 13:06:00,2 - Medium,21.766666666666666,Authentication Failure,Application Errors,Application Support Team,Morning,15,Tuesday,March,P2 - High
INC0000792,2016-03-01 15:23:00,2016-03-03 17:43:00,2 - Medium,50.333333333333336,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000794,2016-03-01 15:24:00,2016-03-08 09:24:00,2 - Medium,162.0,Authentication Failure,Application Errors,Application Support Team,Morning,15,Tuesday,March,P2 - High
INC0000795,2016-03-01 15:26:00,2016-03-03 08:39:00,2 - Medium,41.21666666666667,Memory Leak,Monitoring / Alerting,Monitoring & DevOps Team,Morning,15,Tuesday,March,P2 - High
INC0000797,2016-03-01 15:27:00,2016-03-07 08:26:00,2 - Medium,136.98333333333332,Hardware Failure,Server Infrastructure,Infrastructure Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000798,2016-03-01 15:27:00,2016-03-03 10:29:00,2 - Medium,43.03333333333333,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,15,Tuesday,March,P2 - High
INC0000801,2016-03-01 15:33:00,2016-03-03 16:28:00,3 - Low,48.916666666666664,Authentication Failure,Network Issues,Network Operations Team,Morning,15,Tuesday,March,P3 - Medium
INC0000802,2016-03-01 15:34:00,2016-03-03 09:26:00,2 - Medium,41.86666666666667,Authentication Failure,Database Issues,Database Administration Team,Morning,15,Tuesday,March,P2 - High
INC0000804,2016-03-01 15:36:00,2016-03-10 12:12:00,2 - Medium,212.6,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team,Morning,15,Tuesday,March,P2 - High
INC0000807,2016-03-01 15:43:00,2016-03-04 18:00:00,2 - Medium,74.28333333333333,Authentication Failure,Application Errors,Application Support Team,Morning,15,Tuesday,March,P2 - High
INC0000809,2016-03-01 15:44:00,2016-03-03 15:41:00,2 - Medium,47.95,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000810,2016-03-01 15:44:00,2016-03-11 16:50:00,2 - Medium,241.1,Server Overload,Security / Access Issues,Security Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000811,2016-03-01 15:45:00,2016-03-02 09:54:00,2 - Medium,18.15,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000812,2016-03-01 15:46:00,2016-03-02 13:40:00,2 - Medium,21.9,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000814,2016-03-01 15:46:00,2016-03-03 09:56:00,2 - Medium,42.166666666666664,Disk Space Issue,Security / Access Issues,Security Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000817,2016-03-01 15:48:00,2016-03-04 19:41:00,2 - Medium,75.88333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000818,2016-03-01 15:49:00,2016-03-03 14:55:00,2 - Medium,47.1,Authentication Failure,Application Errors,Application Support Team,Morning,15,Tuesday,March,P2 - High
INC0000820,2016-03-01 15:51:00,2016-04-05 15:41:00,2 - Medium,839.8333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000821,2016-03-01 15:54:00,2016-03-15 23:10:00,2 - Medium,343.26666666666665,Network Failure,Application Errors,Application Support Team,Morning,15,Tuesday,March,P2 - High
INC0000822,2016-03-01 15:54:00,2016-03-02 09:50:00,2 - Medium,17.933333333333334,Authentication Failure,Network Issues,Network Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000823,2016-03-01 15:55:00,2016-03-02 16:03:00,2 - Medium,24.133333333333333,API Timeout,Server Infrastructure,Infrastructure Operations Team,Morning,15,Tuesday,March,P2 - High
INC0000824,2016-03-01 16:00:00,2016-03-10 11:18:00,2 - Medium,211.3,API Timeout,Security / Access Issues,Security Operations Team,Evening,16,Tuesday,March,P2 - High
INC0000825,2016-03-01 16:01:00,2016-03-04 12:29:00,2 - Medium,68.46666666666667,Authentication Failure,Application Errors,Application Support Team,Evening,16,Tuesday,March,P2 - High
INC0000826,2016-03-01 16:01:00,2016-03-03 16:34:00,2 - Medium,48.55,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,16,Tuesday,March,P2 - High
INC0000827,2016-03-01 16:03:00,2016-03-02 19:45:00,2 - Medium,27.7,Authentication Failure,Application Errors,Application Support Team,Evening,16,Tuesday,March,P2 - High
INC0000828,2016-03-01 16:04:00,2016-03-02 09:47:00,1 - High,17.716666666666665,Not Documented,Unknown,Service Desk Team,Evening,16,Tuesday,March,P1 - Critical
INC0000829,2016-03-01 16:04:00,2016-03-03 10:39:00,2 - Medium,42.583333333333336,Authentication Failure,Unknown,Service Desk Team,Evening,16,Tuesday,March,P2 - High
INC0000830,2016-03-01 16:06:00,2016-03-07 15:27:00,2 - Medium,143.35,Authentication Failure,Unknown,Service Desk Team,Evening,16,Tuesday,March,P2 - High
INC0000831,2016-03-01 16:09:00,2016-03-22 15:19:00,2 - Medium,503.1666666666667,Memory Leak,Server Infrastructure,Infrastructure Operations Team,Evening,16,Tuesday,March,P2 - High
INC0000832,2016-03-01 16:10:00,2016-03-09 09:52:00,2 - Medium,185.7,Authentication Failure,Application Errors,Application Support Team,Evening,16,Tuesday,March,P2 - High
INC0000833,2016-03-01 16:11:00,2016-03-08 09:26:00,2 - Medium,161.25,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,16,Tuesday,March,P2 - High
INC0000834,2016-03-01 16:18:00,2016-03-04 11:58:00,2 - Medium,67.66666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,16,Tuesday,March,P2 - High
INC0000835,2016-03-01 16:23:00,2016-03-23 14:29:00,2 - Medium,526.1,Server Overload,Application Errors,Application Support Team,Evening,16,Tuesday,March,P2 - High
INC0000837,2016-03-01 16:24:00,2016-03-02 20:13:00,2 - Medium,27.816666666666666,Disk Space Issue,Application Errors,Application Support Team,Evening,16,Tuesday,March,P2 - High
INC0000838,2016-03-01 16:27:00,2016-03-03 09:47:00,2 - Medium,41.333333333333336,Authentication Failure,Application Errors,Application Support Team,Evening,16,Tuesday,March,P2 - High
INC0000839,2016-03-01 16:35:00,2016-03-02 10:53:00,2 - Medium,18.3,Not Documented,Application Errors,Application Support Team,Evening,16,Tuesday,March,P2 - High
INC0000840,2016-03-01 16:38:00,2016-05-13 14:23:00,2 - Medium,1749.75,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,16,Tuesday,March,P2 - High
INC0000841,2016-03-01 16:42:00,2016-03-01 17:13:00,2 - Medium,0.5166666666666667,API Timeout,Server Infrastructure,Infrastructure Operations Team,Evening,16,Tuesday,March,P2 - High
INC0000842,2016-03-01 16:43:00,2016-03-17 15:55:00,2 - Medium,383.2,Server Overload,Integration / API Issues,Integration Support Team,Evening,16,Tuesday,March,P2 - High
INC0000845,2016-03-01 16:47:00,2016-03-04 16:22:00,3 - Low,71.58333333333333,Authentication Failure,Application Errors,Application Support Team,Evening,16,Tuesday,March,P3 - Medium
INC0000846,2016-03-01 16:50:00,2016-03-02 02:29:00,2 - Medium,9.65,Memory Leak,Network Issues,Network Operations Team,Evening,16,Tuesday,March,P2 - High
INC0000847,2016-03-01 16:50:00,2016-03-02 10:18:00,2 - Medium,17.466666666666665,Authentication Failure,Application Errors,Application Support Team,Evening,16,Tuesday,March,P2 - High
INC0000849,2016-03-01 16:55:00,2016-03-30 16:38:00,2 - Medium,695.7166666666667,Memory Leak,Integration / API Issues,Integration Support Team,Evening,16,Tuesday,March,P2 - High
INC0000850,2016-03-01 16:55:00,2016-03-04 16:09:00,2 - Medium,71.23333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,16,Tuesday,March,P2 - High
INC0000852,2016-03-01 17:00:00,2016-03-03 15:55:00,2 - Medium,46.916666666666664,Authentication Failure,Application Errors,Application Support Team,Evening,17,Tuesday,March,P2 - High
INC0000854,2016-03-01 17:02:00,2016-03-04 14:44:00,2 - Medium,69.7,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,17,Tuesday,March,P2 - High
INC0000856,2016-03-01 17:04:00,2016-03-02 10:05:00,2 - Medium,17.016666666666666,Authentication Failure,Application Errors,Application Support Team,Evening,17,Tuesday,March,P2 - High
INC0000857,2016-03-01 17:04:00,2016-04-28 11:44:00,2 - Medium,1386.6666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,17,Tuesday,March,P2 - High
INC0000859,2016-03-01 17:09:00,2016-03-02 10:56:00,2 - Medium,17.783333333333335,API Timeout,Integration / API Issues,Integration Support Team,Evening,17,Tuesday,March,P2 - High
INC0000860,2016-03-01 17:13:00,2016-03-01 17:28:00,2 - Medium,0.25,Authentication Failure,Network Issues,Network Operations Team,Evening,17,Tuesday,March,P2 - High
INC0000863,2016-03-01 17:16:00,2016-03-04 10:27:00,2 - Medium,65.18333333333334,Data Corruption,Application Errors,Application Support Team,Evening,17,Tuesday,March,P2 - High
INC0000864,2016-03-01 17:17:00,2016-03-03 10:14:00,2 - Medium,40.95,Authentication Failure,Application Errors,Application Support Team,Evening,17,Tuesday,March,P2 - High
INC0000867,2016-03-01 17:25:00,2016-03-02 12:06:00,2 - Medium,18.683333333333334,Authentication Failure,Application Errors,Application Support Team,Evening,17,Tuesday,March,P2 - High
INC0000868,2016-03-01 17:26:00,2016-03-02 11:47:00,2 - Medium,18.35,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,17,Tuesday,March,P2 - High
INC0000872,2016-03-01 17:36:00,2016-03-02 14:56:00,2 - Medium,21.333333333333332,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,17,Tuesday,March,P2 - High
INC0000873,2016-03-01 17:36:00,2016-03-03 17:32:00,2 - Medium,47.93333333333333,Disk Space Issue,Database Issues,Database Administration Team,Evening,17,Tuesday,March,P2 - High
INC0000875,2016-03-01 17:44:00,2016-03-21 11:11:00,2 - Medium,473.45,Authentication Failure,Application Errors,Application Support Team,Evening,17,Tuesday,March,P2 - High
INC0000877,2016-03-01 17:49:00,2016-03-02 09:55:00,1 - High,16.1,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,17,Tuesday,March,P1 - Critical
INC0000879,2016-03-01 17:51:00,2016-03-03 12:27:00,2 - Medium,42.6,Authentication Failure,Application Errors,Application Support Team,Evening,17,Tuesday,March,P2 - High
INC0000880,2016-03-01 17:53:00,2016-03-07 17:06:00,2 - Medium,143.21666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,17,Tuesday,March,P2 - High
INC0000885,2016-03-01 18:04:00,2016-03-03 18:04:00,2 - Medium,48.0,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,18,Tuesday,March,P2 - High
INC0000886,2016-03-01 18:04:00,2016-03-07 08:59:00,2 - Medium,134.91666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,18,Tuesday,March,P2 - High
INC0000887,2016-03-01 18:13:00,2016-03-09 14:28:00,2 - Medium,188.25,Server Overload,Security / Access Issues,Security Operations Team,Evening,18,Tuesday,March,P2 - High
INC0000888,2016-03-01 18:13:00,2016-03-07 11:20:00,2 - Medium,137.11666666666667,Disk Space Issue,Security / Access Issues,Security Operations Team,Evening,18,Tuesday,March,P2 - High
INC0000890,2016-03-01 18:33:00,2016-03-01 18:49:00,2 - Medium,0.26666666666666666,API Timeout,Integration / API Issues,Integration Support Team,Evening,18,Tuesday,March,P2 - High
INC0000892,2016-03-01 18:42:00,2016-03-08 13:40:00,2 - Medium,162.96666666666667,Disk Space Issue,Application Errors,Application Support Team,Evening,18,Tuesday,March,P2 - High
INC0000894,2016-03-01 18:45:00,2016-03-07 09:00:00,2 - Medium,134.25,Authentication Failure,Application Errors,Application Support Team,Evening,18,Tuesday,March,P2 - High
INC0000895,2016-03-01 19:02:00,2016-03-07 14:59:00,2 - Medium,139.95,Disk Space Issue,Integration / API Issues,Integration Support Team,Evening,19,Tuesday,March,P2 - High
INC0000896,2016-03-01 19:04:00,2016-03-02 11:06:00,2 - Medium,16.033333333333335,Disk Space Issue,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000897,2016-03-01 19:06:00,2016-03-22 09:40:00,2 - Medium,494.56666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000899,2016-03-01 19:09:00,2016-03-22 08:29:00,2 - Medium,493.3333333333333,API Timeout,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000900,2016-03-01 19:12:00,2016-03-07 15:20:00,2 - Medium,140.13333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000901,2016-03-01 19:14:00,2016-03-03 16:30:00,2 - Medium,45.266666666666666,Third-Party Service Failure,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000903,2016-03-01 19:20:00,2016-03-17 12:46:00,2 - Medium,377.43333333333334,Disk Space Issue,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000905,2016-03-01 19:25:00,2016-03-09 09:48:00,2 - Medium,182.38333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000906,2016-03-01 19:25:00,2016-03-04 15:35:00,2 - Medium,68.16666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,19,Tuesday,March,P2 - High
INC0000907,2016-03-01 19:29:00,2016-03-08 14:16:00,2 - Medium,162.78333333333333,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,19,Tuesday,March,P2 - High
INC0000908,2016-03-01 19:31:00,2016-03-04 15:56:00,2 - Medium,68.41666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000910,2016-03-01 19:43:00,2016-03-09 10:22:00,2 - Medium,182.65,Authentication Failure,Application Errors,Application Support Team,Evening,19,Tuesday,March,P2 - High
INC0000911,2016-03-01 19:48:00,2016-03-16 18:00:00,2 - Medium,358.2,Network Failure,Integration / API Issues,Integration Support Team,Evening,19,Tuesday,March,P2 - High
INC0000912,2016-03-01 19:53:00,2016-03-04 10:26:00,2 - Medium,62.55,Data Corruption,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000913,2016-03-01 19:57:00,2016-03-08 17:00:00,2 - Medium,165.05,API Timeout,Application Errors,Application Support Team,Evening,19,Tuesday,March,P2 - High
INC0000914,2016-03-01 19:59:00,2016-03-08 13:34:00,2 - Medium,161.58333333333334,Server Overload,Security / Access Issues,Security Operations Team,Evening,19,Tuesday,March,P2 - High
INC0000915,2016-03-01 20:04:00,2016-03-08 11:54:00,2 - Medium,159.83333333333334,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,20,Tuesday,March,P2 - High
INC0000916,2016-03-01 20:07:00,2016-03-02 09:00:00,2 - Medium,12.883333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,20,Tuesday,March,P2 - High
INC0000917,2016-03-01 20:10:00,2016-03-04 09:08:00,2 - Medium,60.96666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,20,Tuesday,March,P2 - High
INC0000918,2016-03-01 20:18:00,2016-03-02 16:41:00,2 - Medium,20.383333333333333,API Timeout,Integration / API Issues,Integration Support Team,Evening,20,Tuesday,March,P2 - High
INC0000919,2016-03-01 20:26:00,2016-03-02 12:19:00,2 - Medium,15.883333333333333,Authentication Failure,Database Issues,Database Administration Team,Evening,20,Tuesday,March,P2 - High
INC0000920,2016-03-01 20:35:00,2016-03-09 15:41:00,2 - Medium,187.1,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,20,Tuesday,March,P2 - High
INC0000921,2016-03-01 20:35:00,2016-03-01 21:00:00,2 - Medium,0.4166666666666667,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,20,Tuesday,March,P2 - High
INC0000923,2016-03-01 20:54:00,2016-03-02 12:10:00,2 - Medium,15.266666666666667,Authentication Failure,Network Issues,Network Operations Team,Evening,20,Tuesday,March,P2 - High
INC0000924,2016-03-01 20:57:00,2016-03-02 12:10:00,2 - Medium,15.216666666666667,Authentication Failure,Database Issues,Database Administration Team,Evening,20,Tuesday,March,P2 - High
INC0000925,2016-03-01 20:59:00,2016-03-02 12:12:00,2 - Medium,15.216666666666667,Authentication Failure,Database Issues,Database Administration Team,Evening,20,Tuesday,March,P2 - High
INC0000926,2016-03-01 21:00:00,2016-03-03 08:13:00,2 - Medium,35.21666666666667,Server Overload,Monitoring / Alerting,Monitoring & DevOps Team,Evening,21,Tuesday,March,P2 - High
INC0000927,2016-03-01 21:04:00,2016-03-01 21:53:00,2 - Medium,0.8166666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Evening,21,Tuesday,March,P2 - High
INC0000928,2016-03-01 21:06:00,2016-03-02 12:12:00,2 - Medium,15.1,Authentication Failure,Network Issues,Network Operations Team,Evening,21,Tuesday,March,P2 - High
INC0000930,2016-03-01 21:13:00,2016-03-01 22:06:00,2 - Medium,0.8833333333333333,API Timeout,Server Infrastructure,Infrastructure Operations Team,Evening,21,Tuesday,March,P2 - High
INC0000937,2016-03-01 22:30:00,2016-03-01 23:11:00,2 - Medium,0.6833333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Evening,22,Tuesday,March,P2 - High
INC0000938,2016-03-01 22:34:00,2016-03-17 11:04:00,2 - Medium,372.5,Disk Space Issue,Security / Access Issues,Security Operations Team,Evening,22,Tuesday,March,P2 - High
INC0000939,2016-03-01 22:37:00,2016-03-02 15:02:00,3 - Low,16.416666666666668,Disk Space Issue,Integration / API Issues,Integration Support Team,Evening,22,Tuesday,March,P3 - Medium
INC0000945,2016-03-01 23:53:00,2016-03-02 17:27:00,2 - Medium,17.566666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Evening,23,Tuesday,March,P2 - High
INC0000946,2016-03-01 23:55:00,2016-03-02 18:19:00,2 - Medium,18.4,API Timeout,Server Infrastructure,Infrastructure Operations Team,Evening,23,Tuesday,March,P2 - High
INC0000947,2016-03-02 00:24:00,2016-03-02 00:35:00,2 - Medium,0.18333333333333332,Hardware Failure,Integration / API Issues,Integration Support Team,Night,0,Wednesday,March,P2 - High
INC0000948,2016-03-02 00:58:00,2016-03-03 09:59:00,2 - Medium,33.016666666666666,Disk Space Issue,Security / Access Issues,Security Operations Team,Night,0,Wednesday,March,P2 - High
INC0000952,2016-03-02 02:01:00,2016-03-02 05:10:00,2 - Medium,3.15,Authentication Failure,Application Errors,Application Support Team,Night,2,Wednesday,March,P2 - High
INC0000953,2016-03-02 02:25:00,2016-03-03 11:24:00,2 - Medium,32.983333333333334,API Timeout,Integration / API Issues,Integration Support Team,Night,2,Wednesday,March,P2 - High
INC0000954,2016-03-02 02:52:00,2016-03-02 11:24:00,2 - Medium,8.533333333333333,Network Failure,Integration / API Issues,Integration Support Team,Night,2,Wednesday,March,P2 - High
INC0000956,2016-03-02 03:25:00,2016-03-02 12:12:00,2 - Medium,8.783333333333333,Authentication Failure,Network Issues,Network Operations Team,Night,3,Wednesday,March,P2 - High
INC0000959,2016-03-02 04:02:00,2016-03-03 09:52:00,2 - Medium,29.833333333333332,Not Documented,Server Infrastructure,Infrastructure Operations Team,Night,4,Wednesday,March,P2 - High
INC0000961,2016-03-02 05:03:00,2016-03-08 11:20:00,2 - Medium,150.28333333333333,Configuration Error,Integration / API Issues,Integration Support Team,Night,5,Wednesday,March,P2 - High
INC0000962,2016-03-02 05:20:00,2016-03-02 15:10:00,2 - Medium,9.833333333333334,Disk Space Issue,Integration / API Issues,Integration Support Team,Night,5,Wednesday,March,P2 - High
INC0000967,2016-03-02 06:17:00,2016-03-02 06:23:00,2 - Medium,0.1,Authentication Failure,Application Errors,Application Support Team,Night,6,Wednesday,March,P2 - High
INC0000969,2016-03-02 07:11:00,2016-03-08 11:35:00,2 - Medium,148.4,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Night,7,Wednesday,March,P2 - High
INC0000973,2016-03-02 07:21:00,2016-03-02 15:35:00,2 - Medium,8.233333333333333,Network Failure,Integration / API Issues,Integration Support Team,Night,7,Wednesday,March,P2 - High
INC0000974,2016-03-02 07:23:00,2016-03-08 14:43:00,2 - Medium,151.33333333333334,Application Bug,Security / Access Issues,Security Operations Team,Night,7,Wednesday,March,P2 - High
INC0000975,2016-03-02 07:30:00,2016-03-03 17:49:00,2 - Medium,34.31666666666667,Third-Party Service Failure,Integration / API Issues,Integration Support Team,Night,7,Wednesday,March,P2 - High
INC0000977,2016-03-02 07:41:00,2016-03-22 08:32:00,2 - Medium,480.85,Authentication Failure,Application Errors,Application Support Team,Night,7,Wednesday,March,P2 - High
INC0000978,2016-03-02 07:52:00,2016-03-03 15:04:00,2 - Medium,31.2,Authentication Failure,Database Issues,Database Administration Team,Night,7,Wednesday,March,P2 - High
INC0000979,2016-03-02 07:59:00,2016-03-16 01:36:00,2 - Medium,329.6166666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Night,7,Wednesday,March,P2 - High
INC0000980,2016-03-02 07:59:00,2016-03-08 14:09:00,3 - Low,150.16666666666666,Network Failure,Integration / API Issues,Integration Support Team,Night,7,Wednesday,March,P3 - Medium
INC0000981,2016-03-02 08:02:00,2016-03-16 12:38:00,2 - Medium,340.6,Disk Space Issue,Integration / API Issues,Integration Support Team,Morning,8,Wednesday,March,P2 - High
INC0000982,2016-03-02 08:03:00,2016-03-15 09:53:00,3 - Low,313.8333333333333,Authentication Failure,Application Errors,Application Support Team,Morning,8,Wednesday,March,P3 - Medium
INC0000983,2016-03-02 08:04:00,2016-03-02 15:35:00,2 - Medium,7.516666666666667,Authentication Failure,Integration / API Issues,Integration Support Team,Morning,8,Wednesday,March,P2 - High
INC0000984,2016-03-02 08:05:00,2016-03-04 16:01:00,2 - Medium,55.93333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,8,Wednesday,March,P2 - High
INC0000985,2016-03-02 08:06:00,2016-03-02 11:10:00,2 - Medium,3.066666666666667,Configuration Error,Security / Access Issues,Security Operations Team,Morning,8,Wednesday,March,P2 - High
INC0000987,2016-03-02 08:07:00,2016-03-03 14:00:00,2 - Medium,29.883333333333333,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,8,Wednesday,March,P2 - High
INC0000988,2016-03-02 08:11:00,2016-05-11 17:07:00,2 - Medium,1688.9333333333334,Authentication Failure,Application Errors,Application Support Team,Morning,8,Wednesday,March,P2 - High
INC0000989,2016-03-02 08:12:00,2016-03-02 15:19:00,2 - Medium,7.116666666666666,Authentication Failure,Security / Access Issues,Security Operations Team,Morning,8,Wednesday,March,P2 - High
INC0000990,2016-03-02 08:14:00,2016-03-22 08:35:00,2 - Medium,480.35,Authentication Failure,Server Infrastructure,Infrastructure Operations Team,Morning,8,Wednesday,March,P2 - High
INC0000991,2016-03-02 08:16:00,2016-03-02 09:32:00,2 - Medium,1.2666666666666666,Authentication Failure,Application Errors,Application Support Team,Morning,8,Wednesday,March,P2 - High
INC0000992,2016-03-02 08:17:00,2016-03-04 17:08:00,2 - Medium,56.85,API Timeout,Security / Access Issues,Security Operations Team,Morning,8,Wednesday,March,P2 - High
INC0000993,2016-03-02 08:21:00,2016-03-22 15:21:00,2 - Medium,487.0,Memory Leak,Server Infrastructure,Infrastructure Operations Team,Morning,8,Wednesday,March,P2 - High
INC0000994,2016-03-02 08:21:00,2016-03-09 15:13:00,2 - Medium,174.86666666666667,Disk Space Issue,Server Infrastructure,Infrastructure Operations Team,Morning,8,Wednesday,March,P2 - High
